# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-8.274502533113593472e+02 1.116425584273194538e+01 5.716180788617366559e+00 1.564831063442821346e+01 3.259555318121904577e+00
-8.264502227919183497e+02 2.073145193681717302e+01 1.307417151833588953e+01 1.029530012048274834e+01 -1.558482249403104758e+00
-8.254501922724775795e+02 9.866577296373160166e+00 2.641618031365640817e+01 -9.967536146533957364e+00 -1.404922023809477949e+01
-8.244501617530368094e+02 3.780724874082854736e+00 2.021161345319554314e+01 -3.917610854313818169e+00 -1.185837648809365774e+01
-8.234501312335958119e+02 6.170368615881928420e+00 -1.183163911303434901e+00 1.331905457250605807e+01 -9.012004686914673712e+00
-8.224501007141548143e+02 1.029949049908618974e+01 5.487349130038611911e+00 6.797649304850956753e+00 1.286686011906839289e+00
-8.214500701947140442e+02 7.258620095122189753e+00 4.280636626308914616e-01 8.661395291545010977e+00 1.505462815605546734e+00
-8.204500396752732740e+02 -4.693842860953693297e+00 -3.712525869966094128e+00 4.236562118436425273e+00 8.297038322606271166e+00
-8.194500091558322765e+02 -1.306140805493171964e-01 -1.412557119964917396e+00 -1.352117312985398945e+00 1.465079276891130000e+01
-8.184499786363912790e+02 8.126568624085077630e+00 -3.712525869966094128e+00 -8.803689888215291859e+00 1.355503657727524747e+01
-8.174499481169505088e+02 9.864455172830464136e+00 -8.312463369965177762e+00 6.798360007255359605e+00 -9.041577380942813491e-01
-8.164499175975097387e+02 -2.955691046761702800e+00 -3.021398106050928956e+00 5.632239501245146940e+00 1.286686011906839289e+00
-8.154498870780687412e+02 3.060128383606516844e-01 9.856770321208466967e+00 -9.968957551343821777e+00 5.887952675520439882e+00
-8.144498565586277437e+02 1.247241237408421455e+01 7.556661183689109329e+00 -1.183071357130406476e+01 3.257816871637248202e+00
-8.134498260391869735e+02 9.863394111061895231e+00 1.118208713903748430e+00 -2.282142480080794122e+00 -9.041577380942813491e-01
-8.124497955197462034e+02 1.607802999081743067e+00 5.718286601425851323e+00 -3.450963655229945193e+00 -1.564098768810479267e+00
-8.114497650003052058e+02 -5.651188759162808495e-01 4.794115553309600486e+00 -1.159632391815797270e+01 -1.207849055831895591e+01
-8.104497344808642083e+02 1.826249091258640656e+00 -8.543681616394662726e+00 4.938878234994934502e+00 -1.646031178497432279e+01
-8.094497039614234382e+02 8.345147348982900226e+00 -3.018449968113478654e+00 1.122262461843999937e+01 -2.040136996456758922e+01
-8.084496734419826680e+02 1.008077914146744369e+01 7.324319837096581409e+00 1.192579357787760763e+01 -1.601954873791321887e+01
-8.074496429225416705e+02 5.953646749083966405e+00 -6.012494619964002140e+00 2.263153032480875382e+01 -9.446883761260156831e+00
-8.064496124031006730e+02 1.169849752959998490e+00 -9.489975269404838931e-01 2.006802675022023053e+01 -2.432653377628916758e+00
-8.054495818836599028e+02 -4.910962625915416879e+00 5.719269314070577259e+00 1.075299246926083896e+01 8.080133692045038174e+00
-8.044495513642191327e+02 -5.130204514419837381e+00 9.855226058482385199e+00 4.706478548576498611e+00 1.027111116869828678e+01
-8.034495208447781351e+02 -9.037431854688218635e+00 2.955179420963939929e+00 1.355131211843788108e+01 1.443174851190733676e+01
-8.024494903253371376e+02 -1.261045680201005048e-01 3.419721726632054981e+00 1.122262461843999937e+01 1.421043090180789470e+01
-8.014494598058963675e+02 6.173286535753137017e+00 2.722416911808041462e+00 8.658552481925282152e+00 1.027151234865666929e+01
-8.004494292864555973e+02 2.242317938355901319e+00 -2.782037383427325317e+00 -4.633714597514699385e+00 1.179773463509880926e+01
-7.994493987670145998e+02 -1.728877871958020052e+01 1.122344283425677425e+01 -1.645795478933310463e+01 5.668373511902854212e+00
-7.984493682475736023e+02 -2.518003066083472241e+00 -1.061243211996308666e+01 2.215862894456531862e+01 8.081069778613930055e+00
-7.974493377281328321e+02 -5.131132943470261054e+00 6.652565551023448265e+00 -5.550094278436330519e+00 9.606088525181240456e+00
-7.964493072086920620e+02 9.578997491071457315e-02 2.021462021452211211e+00 7.037440296273138607e+00 -9.041577380942813491e-01
-7.954492766892510645e+02 8.347004207082759919e+00 -7.125849422470773575e-01 -4.208128815626486774e-01 3.477529761904846861e+00
-7.944492461698100669e+02 1.247241237408421455e+01 -4.644615700110785866e-02 1.449683059796105056e+01 1.286686011906839289e+00
-7.934492156503692968e+02 1.247241237408421455e+01 -9.444407948566238886e+00 1.375130377518435054e+01 1.509207161879118964e+00
-7.924491851309285266e+02 1.269324585524534399e+01 9.619796186435600305e+00 -1.320961837735447908e+01 8.081872138528700233e+00
-7.914491546114875291e+02 1.943311022685117351e+01 -4.180297088603900590e+00 1.378811815976127164e+01 1.005006101190509504e+01
-7.904491240920465316e+02 2.289482425587614500e+01 -3.010447879437676111e+00 3.051821209415539915e+00 7.190450272111359453e+00
