# time[us], force_in1[N], force_in2[N], force_out1[N], force_out2[N]
-8.164499175975097387e+02 -3.706344152411147341e+00 2.937739485525244110e+00 1.106254371785775126e+00 6.789114544723541478e+00
-8.154498870780687412e+02 -1.968855501829212873e+00 1.555062795131543441e+00 1.950264398296538459e+01 2.187714154453700210e+00
-8.144498565586277437e+02 -3.923994448258235845e+00 5.930520649695068869e+00 -9.950083586412302727e-01 -8.766772048851928290e+00
-8.134498260391869735e+02 3.248915758778144536e+00 1.396925046680418347e+01 1.115209222084143637e+00 -1.665102803447490487e+01
-8.124497955197462034e+02 8.895355975009186622e+00 -1.776029461422833222e+01 3.090316340096606851e+01 -8.327346268316418332e+00
-8.114497650003052058e+02 4.986006511195020252e+00 4.777658330519946261e+00 -1.192859629659282739e+01 -1.094472807640594514e+00
-8.104497344808642083e+02 8.895090709565362630e+00 -4.190858035527614156e+00 1.553592958007440750e+01 7.008559981685199780e+00
-8.094497039614234382e+02 1.939035002045768286e+00 1.397781410555931636e+01 -1.053519316148167206e+01 6.788178458154647821e+00
-8.084496734419826680e+02 -5.659493608022165390e+00 2.926087321322127455e+00 8.328980772624271722e+00 2.406357231500590554e+00
-8.074496429225416705e+02 -2.188760553941219378e+00 -1.016336432444454196e+01 1.561246051419634906e+00 -1.975463995148863505e+00
-8.064496124031006730e+02 -3.267064579073919450e+00 1.144648672161151737e+01 -4.938269582156818771e+00 -3.283310657847692049e+00
-8.054495818836599028e+02 7.159724182524643155e+00 3.850819919514701706e+00 2.253720111154186867e+01 4.817716231684078920e+00
-8.044495513642191327e+02 6.282889261228196354e+00 8.748852578213299758e-01 2.461060430769700602e+01 7.008559981685199780e+00
-8.034495208447781351e+02 -3.923994448258235845e+00 1.074988384439135913e+01 1.109950024292478687e+00 7.229743865131518454e+00
-8.024494903253371376e+02 -1.092551111415785536e+00 2.478953068207967014e+00 1.251842930921847064e+01 8.978086121586875024e+00
-8.014494598058963675e+02 1.150609846340914189e+01 4.314098737499826974e+00 9.248345403644636420e+00 7.230011318436774026e+00
-8.004494292864555973e+02 1.106668625735050071e+01 5.244446836515249899e+00 -2.159991740799450444e+00 1.116866241828373774e+01
-7.994493987670145998e+02 4.327882947516019208e+00 1.328093045330122735e+01 -2.749246819624709404e-01 4.595997441627249991e+00
-7.984493682475736023e+02 -1.751072573260211929e+00 4.080774678260480570e+00 2.416243537114208806e+01 3.070577515102868471e+00
