# time[us], force_in[kN], force_out[kN], force_avg[kN]
6.405194408838428899e+01 1.902133377941667980e-01 1.425707597697002393e-01 1.663920487819335325e-01
6.505197460782528651e+01 1.899121522817453500e-01 1.424898689272491581e-01 1.662010106044972679e-01
6.605200512726605666e+01 1.900709960317453207e-01 1.417114810461376495e-01 1.658912385389414990e-01
6.705203564670682681e+01 1.902133087072322148e-01 1.411535689335437771e-01 1.656834388203879960e-01
6.805206616614782433e+01 1.899121522817453500e-01 1.413092503105810305e-01 1.656107012961631764e-01
6.905209668558882186e+01 1.898956018159423387e-01 1.419806072449796008e-01 1.659381045304609836e-01
7.005212720502959201e+01 1.890682530474018797e-01 1.429892009806733588e-01 1.660287270140376192e-01
7.105215772447036215e+01 1.886414022817453628e-01 1.421783541405801654e-01 1.654098782111627641e-01
7.205218824391135968e+01 1.886745613872205518e-01 1.415881351015990386e-01 1.651313482444097813e-01
7.305221876335235720e+01 1.891345227801277673e-01 1.413092978207668715e-01 1.652219103004473055e-01
7.405224928279312735e+01 1.891013345877180230e-01 1.417763229478039566e-01 1.654388287677610037e-01
7.505227980223389750e+01 1.892601686420731788e-01 1.422759020541946584e-01 1.657680353481339186e-01
7.605231032167489502e+01 1.886081656111111837e-01 1.426452272350224593e-01 1.656266964230668215e-01
7.705234084111589254e+01 1.883403428127074508e-01 1.417111674789107989e-01 1.650257551458091387e-01
7.805237136055666269e+01 1.883070770551386053e-01 1.409653905893759329e-01 1.646362338222572830e-01
7.905240187999743284e+01 1.881815184539971653e-01 1.404820504645134527e-01 1.643317844592553090e-01
8.005243239943843037e+01 1.886414022817453628e-01 1.398919929601643575e-01 1.642666976209548602e-01
8.105246291887942789e+01 1.881148705911208086e-01 1.402196707120642316e-01 1.641672706515925340e-01
8.205249343832019804e+01 1.869862587449999392e-01 1.403590085851643687e-01 1.636726336650821678e-01
8.305252395776096819e+01 1.862587460317453869e-01 1.403590085851643687e-01 1.633088773084548917e-01
8.405255447720196571e+01 1.862587460317453869e-01 1.401542491861303141e-01 1.632064976089378505e-01
8.505258499664296323e+01 1.856986868011403224e-01 1.396297652403099554e-01 1.626642260207251389e-01
8.605261551608373338e+01 1.844947494899795148e-01 1.403426270730786518e-01 1.624186882815290833e-01
8.705264603552450353e+01 1.843358960443346184e-01 1.400312738210414965e-01 1.621835849326880574e-01
8.805267655496550105e+01 1.840014641656341488e-01 1.395970497263242793e-01 1.617992569459792140e-01
8.905270707440649858e+01 1.835918910391463321e-01 1.402033367101643280e-01 1.618976138746553439e-01
9.005273759384726873e+01 1.840516876060906692e-01 1.398755734399299011e-01 1.619636305230102713e-01
9.105276811328803888e+01 1.841267222017845540e-01 1.395642201878927180e-01 1.618454711948386360e-01
9.205279863272903640e+01 1.830315506348399457e-01 1.392528669358555904e-01 1.611422087853477680e-01
9.305282915217003392e+01 1.820952422091851874e-01 1.392693054601643055e-01 1.606822738346747603e-01
9.405285967161080407e+01 1.816690701386701468e-01 1.390971760567812632e-01 1.603831230977257050e-01
9.505289019105157422e+01 1.814598284266058237e-01 1.386136838993238252e-01 1.600367561629648105e-01
9.605292071049257174e+01 1.808076217871014413e-01 1.383352742101643107e-01 1.595714479986328760e-01
9.705295122993356927e+01 1.798881740878858215e-01 1.380074444256697286e-01 1.589478092567777612e-01
9.805298174937433942e+01 1.802395151712496424e-01 1.381960978716961219e-01 1.592178065214728822e-01
9.905301226881510956e+01 1.798376306911485534e-01 1.381796023351643254e-01 1.590086165131564533e-01
1.000530427882561071e+02 1.786005439701571496e-01 1.381630877945582148e-01 1.583818158823576683e-01
1.010530733076971046e+02 1.781239933288673027e-01 1.375403907925210056e-01 1.578321920606941542e-01
1.020531038271378748e+02 1.773297551875775979e-01 1.378847921298447243e-01 1.576072736587111611e-01
1.030531343465786449e+02 1.765017568108305512e-01 1.378682585851644105e-01 1.571850076979974808e-01
1.040531648660196424e+02 1.755993249683717450e-01 1.378682585851644105e-01 1.567337917767680777e-01
1.050531953854606400e+02 1.751227840227267962e-01 1.375072286827882795e-01 1.563150063527575240e-01
1.060532259049014101e+02 1.747712684177552822e-01 1.367785554601643749e-01 1.557749119389598147e-01
1.070532564243421803e+02 1.740108583814370946e-01 1.369176462802980387e-01 1.554642523308675806e-01
1.080532869437831778e+02 1.733077593019797524e-01 1.364340305963573363e-01 1.548708949491685583e-01
1.090533174632241753e+02 1.719458702401473471e-01 1.363447399530458015e-01 1.541453050965965743e-01
1.100533479826649454e+02 1.723143920062310541e-01 1.366228835851644174e-01 1.544686377956977497e-01
1.110533785021057156e+02 1.723715090501945768e-01 1.367785554601644027e-01 1.545750322551794897e-01
1.120534090215467131e+02 1.706072216390822627e-01 1.361226108300600257e-01 1.533649162345711581e-01
1.130534395409877106e+02 1.698808627075677757e-01 1.359835580180749348e-01 1.529322103628213414e-01
1.140534700604284808e+02 1.692284912421005982e-01 1.356888523351643949e-01 1.524586717886324827e-01
1.150535005798692509e+02 1.685761003853437079e-01 1.356888523351643949e-01 1.521324763602540653e-01
1.160535310993102485e+02 1.676230087984089401e-01 1.354998473137625503e-01 1.515614280560857452e-01
1.170535616187512460e+02 1.668627926749883250e-01 1.347214689346881711e-01 1.507921308048382480e-01
1.180535921381920161e+02 1.663522006245397311e-01 1.342711198828890895e-01 1.503116602537143964e-01
1.190536226576327863e+02 1.655920232836987083e-01 1.341488286644766104e-01 1.498704259740876732e-01
1.200536531770737838e+02 1.650813924506704389e-01 1.342711008788147475e-01 1.496762466647426071e-01
1.210536836965147813e+02 1.641624101424088433e-01 1.339597476267775089e-01 1.490610788845931900e-01
1.220537142159555515e+02 1.638788416167267226e-01 1.341488571705882760e-01 1.490138493936574993e-01
1.230537447353963216e+02 1.643383085317454417e-01 1.341321335851642649e-01 1.492352210584548533e-01
1.240537752548373192e+02 1.643553922580165694e-01 1.337873046561678103e-01 1.490713484570921898e-01
1.250538057742783167e+02 1.644458720159972798e-01 1.331813502436288710e-01 1.488136111298130615e-01
1.260538362937190868e+02 1.635440897817453665e-01 1.331813407415916306e-01 1.483627152616684985e-01
1.270538668131598570e+02 1.635269769685396557e-01 1.330088882689448304e-01 1.482679326187422431e-01
1.280538973326008545e+02 1.630504360228947347e-01 1.320916186125173919e-01 1.475710273177060494e-01
1.290539278520418520e+02 1.632949310997276471e-01 1.320030976342166928e-01 1.476490143669721700e-01
1.300539583714826222e+02 1.643383085317454417e-01 1.328699589834430039e-01 1.486041337575942367e-01
1.310539888909233923e+02 1.640034694359601697e-01 1.324029338564060021e-01 1.482032016461830859e-01
1.320540194103643898e+02 1.640206210317453062e-01 1.324029243543687617e-01 1.482117726930570201e-01
1.330540499298053874e+02 1.638274353075952483e-01 1.317970554601642919e-01 1.478122453838797701e-01
1.340540804492461575e+02 1.633852460317454236e-01 1.317465426305543530e-01 1.475658943311498883e-01
1.350541109686869277e+02 1.633508652750159662e-01 1.308630242101642416e-01 1.471069447425901178e-01
1.360541414881279252e+02 1.629087147817454007e-01 1.311912245741085892e-01 1.470499696779269949e-01
1.370541720075689227e+02 1.625566077424362432e-01 1.311406357282011992e-01 1.468486217353187073e-01
1.380542025270096929e+02 1.624666224623441402e-01 1.307073523351642563e-01 1.465869873987541983e-01
1.390542330464504630e+02 1.628742564598569253e-01 1.305347953401084782e-01 1.467045258999827018e-01
1.400542635658914605e+02 1.619384134251561913e-01 1.305685750822573044e-01 1.462534942537067617e-01
1.410542940853324581e+02 1.615517220205750226e-01 1.307073523351642563e-01 1.461295371778696395e-01
1.420543246047732282e+02 1.599804942902297855e-01 1.303621813328296186e-01 1.451713378115296882e-01
1.430543551242139984e+02 1.585508617576503743e-01 1.299120698319598255e-01 1.442314657948051138e-01
1.440543856436549959e+02 1.574734720034079993e-01 1.297563884549225444e-01 1.436149302291652718e-01
1.450544161630959934e+02 1.568380776121182374e-01 1.294619773351642911e-01 1.431500274736412504e-01
1.460544466825367635e+02 1.558331046294534339e-01 1.298241759881124946e-01 1.428286403087829504e-01
1.470544772019775337e+02 1.548249902578485715e-01 1.307412746078706334e-01 1.427831324328596163e-01
1.480545077214185312e+02 1.549665272817454253e-01 1.312083092369450699e-01 1.430874182593452337e-01
1.490545382408595287e+02 1.549492011643523459e-01 1.316583637255918926e-01 1.433037824449721054e-01
1.500545687603002989e+02 1.542964806556695045e-01 1.315904146577700218e-01 1.429434476567197632e-01
1.510545992797410690e+02 1.539961192730626149e-01 1.310186960851641713e-01 1.425074076791134070e-01
1.520546297991820666e+02 1.536784220774176923e-01 1.312253938997815506e-01 1.424519079885996353e-01
1.530546603186230641e+02 1.533954546817179465e-01 1.321083992101643456e-01 1.427519269459411322e-01
1.540546908380638342e+02 1.533607151861279549e-01 1.319527273351642493e-01 1.426567212606461021e-01
1.550547213575046044e+02 1.535543178230076022e-01 1.321254363628149298e-01 1.428398770929112660e-01
1.560547518769456019e+02 1.538720150186524693e-01 1.322981643945400076e-01 1.430850897065962246e-01
1.570547823963865994e+02 1.541723085317454611e-01 1.328867585851642996e-01 1.435295335584548804e-01
1.580548129158273696e+02 1.541548951535485490e-01 1.329208899026885771e-01 1.435378925281185492e-01
1.590548434352681397e+02 1.538894671794287794e-01 1.336992682817629008e-01 1.437943677305958401e-01
1.600548739547091373e+02 1.544899960317453746e-01 1.341150489223278119e-01 1.443025224770365933e-01
1.610549044741501348e+02 1.546662822468769238e-01 1.339935558750380007e-01 1.443299190609574623e-01
1.620549349935909049e+02 1.551602753532981827e-01 1.343049091270751838e-01 1.447325922401866971e-01
1.630549655130316751e+02 1.552492910689029226e-01 1.342706922912163814e-01 1.447599916800596520e-01
1.640549960324726726e+02 1.547902119796790987e-01 1.343220508021346904e-01 1.445561313909068946e-01
1.650550265519136701e+02 1.541198647886120598e-01 1.345820170371420377e-01 1.443509409128770349e-01
1.660550570713544403e+02 1.533256169516775957e-01 1.347891044352834133e-01 1.440573606934805184e-01
1.670550875907952104e+02 1.525313691147429651e-01 1.347033675538744368e-01 1.436173683343087149e-01
1.680551181102362079e+02 1.514369441124538973e-01 1.344949593725658643e-01 1.429659517425098669e-01
1.690551486296772055e+02 1.508190697514548151e-01 1.350489946539932817e-01 1.429340322027240484e-01
1.700551791491179756e+02 1.504838428298744812e-01 1.347720007683725352e-01 1.426279217991235082e-01
1.710552096685587458e+02 1.498659878601650841e-01 1.350833540204096628e-01 1.424746709402873734e-01
1.720552401879997433e+02 1.495482906645201338e-01 1.352218367101643004e-01 1.423850636873422171e-01
1.730552707074407408e+02 1.494069960317452039e-01 1.352390448994840455e-01 1.423230204656146247e-01
1.740553012268815110e+02 1.490541715147154500e-01 1.358789595928781291e-01 1.424665655537967757e-01
1.750553317463222811e+02 1.489480429859050548e-01 1.362770854483762173e-01 1.426125642171406360e-01
1.760553622657632786e+02 1.488952889821359704e-01 1.355159437647330822e-01 1.422056163734345402e-01
1.770553927852042762e+02 1.483126873771949128e-01 1.357060985326327407e-01 1.420093929549138267e-01
1.780554233046450463e+02 1.486127772817453785e-01 1.354814133616475680e-01 1.420470953216964594e-01
1.790554538240858164e+02 1.485951602950061068e-01 1.349277581617070731e-01 1.417614592283565900e-01
1.800554843435268140e+02 1.486127772817453785e-01 1.350661648351643151e-01 1.418394710584548468e-01
1.810555148629678115e+02 1.484362971537163123e-01 1.350661648351643151e-01 1.417512309944403137e-01
1.820555453824085816e+02 1.483303819290931747e-01 1.350488711275100451e-01 1.416896265283016099e-01
1.830555759018493518e+02 1.492834638203828779e-01 1.347375178754729452e-01 1.420104908479279116e-01
1.840556064212903493e+02 1.497776799266362924e-01 1.342358673249784973e-01 1.420067736258073809e-01
1.850556369407313468e+02 1.503600585317452498e-01 1.333364519963984585e-01 1.418482552640718541e-01
1.860556674601721170e+02 1.507131157442521963e-01 1.331634389035583066e-01 1.419382773239052375e-01
1.870556979796128871e+02 1.513485101355418194e-01 1.322293886494840809e-01 1.417889493925129640e-01
1.880557284990538847e+02 1.517542437866589711e-01 1.319527273351642493e-01 1.418534855609115963e-01
1.890557590184948822e+02 1.507834479521810989e-01 1.319180068913352044e-01 1.413507274217581378e-01
1.900557895379356523e+02 1.494594979487477160e-01 1.309665869133093685e-01 1.402130424310285561e-01
1.910558200573764225e+02 1.477653585283120186e-01 1.301881990321979987e-01 1.389767787802549948e-01
1.920558505768174200e+02 1.471831835317454207e-01 1.294445886071382834e-01 1.383138860694418382e-01
1.930558810962584175e+02 1.469888343302101497e-01 1.292889072301011133e-01 1.381388707801556315e-01
1.940559116156991877e+02 1.463356775175080893e-01 1.288741052993651048e-01 1.376048914084365971e-01
1.950559421351399578e+02 1.454181301646880475e-01 1.296176492101642763e-01 1.375178896874261758e-01
1.960559726545809553e+02 1.452770585317453844e-01 1.292888787239896697e-01 1.372829686278675410e-01
1.970560031740219529e+02 1.450648402567040751e-01 1.289949617101644186e-01 1.370299009834342607e-01
1.980560336934627230e+02 1.441295498737614478e-01 1.285963892589191970e-01 1.363629695663403085e-01
1.990560642129034932e+02 1.435653990810187852e-01 1.272651158428781404e-01 1.354152574619484628e-01
2.000560947323444907e+02 1.438296441864635733e-01 1.272825710851643310e-01 1.355561076358139383e-01
2.010561252517854882e+02 1.434762864089655365e-01 1.269537530888038279e-01 1.352150197488846683e-01
2.020561557712262584e+02 1.428408823220310153e-01 1.271268992101643736e-01 1.349838907660976806e-01
2.030561862906670285e+02 1.417289469850964156e-01 1.266248970842946131e-01 1.341769220346955005e-01
2.040562168101080260e+02 1.407937147760229546e-01 1.263135343302201619e-01 1.335536245531215582e-01
2.050562473295490236e+02 1.404938769582392832e-01 1.255701804601643268e-01 1.330320287092018050e-01
2.060562778489897937e+02 1.401940585317452415e-01 1.259165677232572111e-01 1.330553131275012402e-01
2.070563083684305639e+02 1.401582816021536837e-01 1.258289304344135939e-01 1.329936060182836388e-01
2.080563388878715614e+02 1.395407853713047097e-01 1.254145085851642305e-01 1.324776469782344701e-01
2.090563694073125589e+02 1.393640240695742105e-01 1.258136036484541476e-01 1.325888138590141652e-01
2.100563999267533291e+02 1.387465472300148661e-01 1.267628761660790637e-01 1.327547116980469788e-01
2.110564304461940992e+02 1.384647045291206857e-01 1.258815242101643528e-01 1.321731143696425193e-01
2.120564609656350967e+02 1.389591824177858204e-01 1.262104467289337506e-01 1.325848145733597994e-01
2.130564914850760942e+02 1.392230493930803337e-01 1.263309515643575853e-01 1.327770004787189595e-01
2.140565220045168644e+02 1.389233085317453098e-01 1.258463286644767309e-01 1.323848185981110204e-01
2.150565525239576345e+02 1.392589620617001589e-01 1.254145085851641750e-01 1.323367353234321531e-01
2.160565830433986321e+02 1.392589717573451680e-01 1.252940702640004955e-01 1.322765210106728317e-01
2.170566135628396296e+02 1.392409960317453343e-01 1.260019435272536070e-01 1.326214697794994568e-01
2.180566440822803997e+02 1.393818446648559528e-01 1.257963954591342359e-01 1.325891200619950805e-01
2.190566746017211699e+02 1.388692940941425313e-01 1.264689211441050731e-01 1.326691076191238161e-01
2.200567051211621674e+02 1.379522315235661989e-01 1.260548508702311610e-01 1.320035411968986661e-01
2.210567356406031649e+02 1.379882702355693935e-01 1.265572045714764560e-01 1.322727374035229109e-01
2.220567661600439351e+02 1.379341782328074584e-01 1.276292624134466591e-01 1.327817203231270726e-01
2.230567966794847052e+02 1.371399400915176703e-01 1.275408649616293633e-01 1.323404025265735307e-01
2.240568271989257028e+02 1.368402864909865901e-01 1.267801698737333060e-01 1.318102281823599342e-01
2.250568577183667003e+02 1.363456825589380583e-01 1.265396163006697605e-01 1.314426494298039094e-01
2.260568882378074704e+02 1.359052772817452848e-01 1.267978436628744709e-01 1.313515604723098917e-01
2.270569187572482406e+02 1.362229647817453371e-01 1.265042117101642660e-01 1.313635882459547877e-01
2.280569492766892381e+02 1.362229647817453371e-01 1.264864809088000475e-01 1.313547228452726923e-01
2.290569797961302356e+02 1.358690737437790175e-01 1.263662801385656287e-01 1.311176769411723231e-01
2.300570103155710058e+02 1.350748356024893959e-01 1.266598835851643345e-01 1.308673595938268652e-01
2.310570408350117759e+02 1.347752498714725466e-01 1.263130212202129010e-01 1.305441355458427100e-01
2.320570713544527734e+02 1.348477635994983770e-01 1.260371960851642548e-01 1.304424798423313159e-01
2.330571018738937710e+02 1.354287460317452341e-01 1.260549743967143699e-01 1.307418602142297881e-01
2.340571323933345411e+02 1.354105957845377628e-01 1.263663276487514697e-01 1.308884617166446163e-01
2.350571629127753113e+02 1.354469059745975201e-01 1.266598835851643345e-01 1.310533947798809273e-01
2.360571934322163088e+02 1.357827728087397101e-01 1.266420767675027481e-01 1.312124247881212291e-01
2.370572239516573063e+02 1.364181672000294998e-01 1.261750516404654132e-01 1.312966094202474565e-01
2.380572544710980765e+02 1.365042742221712624e-01 1.258815242101642973e-01 1.311928992161677798e-01
2.390572849905388466e+02 1.358506811054498165e-01 1.262107032839372978e-01 1.310306921946935432e-01
2.400573155099798441e+02 1.345616935974383588e-01 1.263306950093538994e-01 1.304461943033961291e-01
2.410573460294208417e+02 1.336632466650236051e-01 1.258815242101642973e-01 1.297723854375939512e-01
2.420573765488616118e+02 1.333455494693787102e-01 1.258100688906257647e-01 1.295778091800022236e-01
2.430574070683023820e+02 1.330278522737339542e-01 1.248275677490078006e-01 1.289277100113708774e-01
2.440574375877433795e+02 1.325148169207765458e-01 1.255701804601642158e-01 1.290424986904703808e-01
2.450574681071843770e+02 1.312440378338418090e-01 1.255522881241680488e-01 1.283981629790049150e-01
2.460574986266251472e+02 1.308405438766911677e-01 1.250852629971308805e-01 1.279629034369110241e-01
2.470575291460659173e+02 1.311034122005635960e-01 1.244446546550233013e-01 1.277740334277934486e-01
2.480575596655069148e+02 1.308405632679809083e-01 1.247257534207025509e-01 1.277831583443417296e-01
2.490575901849479123e+02 1.310177123955064415e-01 1.251512546452950569e-01 1.280844835204007492e-01
2.500576207043886825e+02 1.316348014092707519e-01 1.238219101428002233e-01 1.277283557760354737e-01
2.510576512238294526e+02 1.319341835317452138e-01 1.231992036387258710e-01 1.275666935852355355e-01
2.520576817432704502e+02 1.319341835317452138e-01 1.224387841099079388e-01 1.271864838208265902e-01
2.530577122627114477e+02 1.320746928172850387e-01 1.221274308578706724e-01 1.271010618375778556e-01
2.540577427821522178e+02 1.315798077115352960e-01 1.221813549188256881e-01 1.268805813151804851e-01
2.550577733015929880e+02 1.309444133202455340e-01 1.222291216596928520e-01 1.265867674899691930e-01
2.560578038210339855e+02 1.301501751789557459e-01 1.211753742433542003e-01 1.256627747111549731e-01
2.570578343404749830e+02 1.298692147817451792e-01 1.207623586956064476e-01 1.253157867386758273e-01
2.580578648599157532e+02 1.297103710317452085e-01 1.210556960851643382e-01 1.253830335584547595e-01
2.590578953793565233e+02 1.299060000584038310e-01 1.212293933246808286e-01 1.255676966915423298e-01
2.600579258987975209e+02 1.305229921157194939e-01 1.211933330936105502e-01 1.258581626046650359e-01
2.610579564182385184e+02 1.306634335317452267e-01 1.209000242101642558e-01 1.257817288709547343e-01
2.620579869376792885e+02 1.306818552570092051e-01 1.210376422145362368e-01 1.258597487357727140e-01
2.630580174571200587e+02 1.308038458608363763e-01 1.205525537148337822e-01 1.256781997878350654e-01
2.640580479765610562e+02 1.306818746482989457e-01 1.206609719589740448e-01 1.256714233036365092e-01
2.650580784960020537e+02 1.311768664061425393e-01 1.215046293334245964e-01 1.263407478697835540e-01
2.660581090154428239e+02 1.314576522817452742e-01 1.210556960851643382e-01 1.262566741834548201e-01
2.670581395348835940e+02 1.314391820782569442e-01 1.210556960851643382e-01 1.262474390817106551e-01
2.680581700543245915e+02 1.311030049834787381e-01 1.211751461944620689e-01 1.261390755889704174e-01
2.690582005737655891e+02 1.304861001869671022e-01 1.204511289700525845e-01 1.254686145785098295e-01
2.700582310932063592e+02 1.303087474508992927e-01 1.205524206863132775e-01 1.254305840686062989e-01
2.710582616126471294e+02 1.295330182956773712e-01 1.201216648351643157e-01 1.248273415654208435e-01
2.720582921320881269e+02 1.292338397817452689e-01 1.202773367101642871e-01 1.247555882459547849e-01
2.730583226515291244e+02 1.294112119091028745e-01 1.201035064421272919e-01 1.247573591756150901e-01
2.740583531709698946e+02 1.296732948857401424e-01 1.198103210851641648e-01 1.247418079854521467e-01
2.750583836904106647e+02 1.294483268376871998e-01 1.196546492101641934e-01 1.245514880239256966e-01
2.760584142098516622e+02 1.303643034960373925e-01 1.194626035368672318e-01 1.249134535164523052e-01
2.770584447292926598e+02 1.304860226218080843e-01 1.197092384137214416e-01 1.250976305177647629e-01
2.780584752487334299e+02 1.301497485705811752e-01 1.203137485166099752e-01 1.252317485435955891e-01
2.790585057681742001e+02 1.295887003841988405e-01 1.203783623693842897e-01 1.249835313767915651e-01
2.800585362876151976e+02 1.301869022817451482e-01 1.198285459924613439e-01 1.250077241371032599e-01
2.810585668070561951e+02 1.301869022817451482e-01 1.201034304258298685e-01 1.251451663537875014e-01
2.820585973264969653e+02 1.302055179199066992e-01 1.198285649965356858e-01 1.250170414582211786e-01
2.830586278459377354e+02 1.305232151155515663e-01 1.200851580083469317e-01 1.253041865619492490e-01
2.840586583653787329e+02 1.308222772817451696e-01 1.194989773351642082e-01 1.251606273084546750e-01
2.850586888848197304e+02 1.306634335317451989e-01 1.198285935026473376e-01 1.252460135171962752e-01
2.860587194042605006e+02 1.308595861232271784e-01 1.194441315766035239e-01 1.251518588499153650e-01
2.870587499237012707e+02 1.308878004498160164e-01 1.186657436954921679e-01 1.247767720726540852e-01
2.880587804431422683e+02 1.295515272817451824e-01 1.181345323073534348e-01 1.238430297945493086e-01
2.890588109625832658e+02 1.296916875240694822e-01 1.189312211120596013e-01 1.243114543180645348e-01
2.900588414820240359e+02 1.294113767350657251e-01 1.193249855324953479e-01 1.243681811337805365e-01
2.910588720014648061e+02 1.296916681327797971e-01 1.190319617101643357e-01 1.243618149214720664e-01
2.920589025209058036e+02 1.292151271871350149e-01 1.188396119716777083e-01 1.240273695794063546e-01
2.930589330403468011e+02 1.288974299914900368e-01 1.183725773426033134e-01 1.236350036670466751e-01
2.940589635597875713e+02 1.285984647817451643e-01 1.175941989635290730e-01 1.230963318726371186e-01
2.950589940792283414e+02 1.285609814186554900e-01 1.173012036473095321e-01 1.229310925329825110e-01
2.960590245986693390e+02 1.281406849089350430e-01 1.168525554601643618e-01 1.224966201845497094e-01
2.970590551181103365e+02 1.287760696045799624e-01 1.170082273351643332e-01 1.228921484698721478e-01
2.980590856375511066e+02 1.289349230502248034e-01 1.168341595161980773e-01 1.228845412832114403e-01
2.990591161569918768e+02 1.294114639958696134e-01 1.165228062641608664e-01 1.229671351300152399e-01
3.000591466764328743e+02 1.293926835317452673e-01 1.160189512410423757e-01 1.227058173863938284e-01
3.010591771958738718e+02 1.295891269925736056e-01 1.154515085851642309e-01 1.225203177888689182e-01
3.020592077153146420e+02 1.299904394296270971e-01 1.154330746330492347e-01 1.227117570313381589e-01
3.030592382347554121e+02 1.295703465284490929e-01 1.149660495060122051e-01 1.222681980172306559e-01
3.040592687541964096e+02 1.298692147817451792e-01 1.150029459163536688e-01 1.224360803490494309e-01
3.050592992736374072e+02 1.298692147817451792e-01 1.147734337104847346e-01 1.223213242461149569e-01
3.060593297930781773e+02 1.297480676990222515e-01 1.140319897499006141e-01 1.218900287244614328e-01
3.070593603125189475e+02 1.306822915610286184e-01 1.137206364978635420e-01 1.222014640294460802e-01
3.080593908319599450e+02 1.308600127316017769e-01 1.137391179601643654e-01 1.222995653458830712e-01
3.090594213514009425e+02 1.312988085317453868e-01 1.133907732774139532e-01 1.223447909045796700e-01
3.100594518708417127e+02 1.307656159330912726e-01 1.125938849299272515e-01 1.216797504315092621e-01
3.110594823902824828e+02 1.303079524080195950e-01 1.122009186806138814e-01 1.212544355443167382e-01
3.120595129097234803e+02 1.295893402967608077e-01 1.119711404177042430e-01 1.207802403572325323e-01
3.130595434291644779e+02 1.305235059848979251e-01 1.117709990087361327e-01 1.211472524968170289e-01
3.140595739486052480e+02 1.304667379841501773e-01 1.121453032570422365e-01 1.213060206205961999e-01
3.150596044680460182e+02 1.300280585317451221e-01 1.115597117101643915e-01 1.207938851209547637e-01
3.160596349874870157e+02 1.302058475718325115e-01 1.116782496238935551e-01 1.209420485978630333e-01
3.170596655069280132e+02 1.301869022817452037e-01 1.108812947621465456e-01 1.205340985219458816e-01
3.180596960263687834e+02 1.302058669631222243e-01 1.096358912560351645e-01 1.199208791095786875e-01
3.190597265458095535e+02 1.306824079087671175e-01 1.090689617101644471e-01 1.198756848094657823e-01
3.200597570652505510e+02 1.307843091364116472e-01 1.092246335851644046e-01 1.200044713607880259e-01
3.210597875846915485e+02 1.305425773183686577e-01 1.092060190943431042e-01 1.198742982063558810e-01
3.220598181041323187e+02 1.309811210317451957e-01 1.088760418494475746e-01 1.199285814405963851e-01
3.230598486235730888e+02 1.311019384625425610e-01 1.079419915953731546e-01 1.195219650289578578e-01
3.240598791430140864e+02 1.301298337160063934e-01 1.074935999632315176e-01 1.188117168396189555e-01
3.250599096624550839e+02 1.293926835317452950e-01 1.073192660872243354e-01 1.183559748094848152e-01
3.260599401818958540e+02 1.293736412852092565e-01 1.067525455861715877e-01 1.180630934356904221e-01
3.270599707013366242e+02 1.295896311661070277e-01 1.068522124540758761e-01 1.182209218100914450e-01
3.280600012207776217e+02 1.295324656439194866e-01 1.065968927152458751e-01 1.180646791795826878e-01
3.290600317402186192e+02 1.295896699486866754e-01 1.066778120638083860e-01 1.181337410062475307e-01
3.300600622596593894e+02 1.301869022817452592e-01 1.056254804510086409e-01 1.179061913663769501e-01
3.310600927791001595e+02 1.300280585317451776e-01 1.055072180963574635e-01 1.177676383140513205e-01
3.320601232985411571e+02 1.301869022817452592e-01 1.054510705587040492e-01 1.178189864202246473e-01
3.330601538179821546e+02 1.300280585317451776e-01 1.051584363198969918e-01 1.175932474258210847e-01
3.340601843374229247e+02 1.300662981551352626e-01 1.045170013005553150e-01 1.172916497278452819e-01
3.350602148568636949e+02 1.306251745170654566e-01 1.042431335851643215e-01 1.174341540511148890e-01
3.360602453763046924e+02 1.302251806877148532e-01 1.040687046887854850e-01 1.171469426882501691e-01
3.370602758957456899e+02 1.308222772817452528e-01 1.037573514367483435e-01 1.172898143592467912e-01
3.380603064151864601e+02 1.303074288431960992e-01 1.036204460851644499e-01 1.169639374641802676e-01
3.390603369346272302e+02 1.296912027418258562e-01 1.032715312801837093e-01 1.164813670110047827e-01
3.400603674540682277e+02 1.295323492961809875e-01 1.028044966511093006e-01 1.161684229736451440e-01
3.410603979735092253e+02 1.292146521005361481e-01 1.022005946785996544e-01 1.157076233895679013e-01
3.420604284929499954e+02 1.289161522817452998e-01 1.018704273929605941e-01 1.153932898373529470e-01
3.430604590123907656e+02 1.290365818867476033e-01 1.012665444245254842e-01 1.151515631556365438e-01
3.440604895318317631e+02 1.282423437454576765e-01 1.011108630474883002e-01 1.146766033964729814e-01
3.450605200512727606e+02 1.281411599955339375e-01 1.007995097954509506e-01 1.144703348954924371e-01
3.460605505707135308e+02 1.282807772817453063e-01 1.003324846684139071e-01 1.143066309750796067e-01
3.470605810901543009e+02 1.284588668868236749e-01 1.001956648351645385e-01 1.143272658609941067e-01
3.480606116095952984e+02 1.282422661802986863e-01 9.998337982268964974e-02 1.141128230014941680e-01
3.490606421290362960e+02 1.281604640244816684e-01 9.906820061444022996e-02 1.136143323194609422e-01
3.500606726484770661e+02 1.286177397237582842e-01 9.844549411036589148e-02 1.135316169170620948e-01
3.510607031679178363e+02 1.290942806694031775e-01 9.764821617935523501e-02 1.133712484243792062e-01
3.520607336873588338e+02 1.290557016984425487e-01 9.723789921016447180e-02 1.131468004543035033e-01
3.530607642067998313e+02 1.287573085317452182e-01 9.692655546016452905e-02 1.128419319959548806e-01
3.540607947262406014e+02 1.285791510571526464e-01 9.686977128602060338e-02 1.127244611715866318e-01
